order_id,order_date,category,product_name,quantity,unit_price,total_amount,state,customer_satisfaction,delivery_days
ORD-01376,2023-01-17,Home & Kitchen,Home & Kitchen_Product_47,3,311.05,933.15,Georgia,3,6
ORD-01377,2024-10-02,Clothing,Clothing_Product_46,3,180.84,542.52,New Jersey,4,8
ORD-01378,2023-08-05,Clothing,Clothing_Product_5,4,33.54,134.16,New York,4,5
ORD-01379,2023-03-02,Home & Kitchen,Home & Kitchen_Product_3,1,106.95,106.95,Texas,4,4
ORD-01380,2024-09-07,Home & Kitchen,Home & Kitchen_Product_39,3,171.68,515.04,New York,2,2
ORD-01381,2023-02-11,Home & Kitchen,Home & Kitchen_Product_9,3,439.53,1318.59,Washington,4,2
ORD-01382,2023-01-25,Sports,Sports_Product_24,2,184.15,368.3,Texas,2,6
ORD-01383,2023-02-08,Sports,Sports_Product_46,4,195.68,782.72,Washington,5,7
ORD-01384,2023-05-11,Clothing,Clothing_Product_19,2,156.78,313.56,Illinois,5,3
ORD-01385,2024-05-12,Electronics,Electronics_Product_18,2,1804.91,3609.82,Virginia,4,4
ORD-01386,2023-08-17,Electronics,Electronics_Product_36,2,1604.62,3209.24,Arizona,4,4
ORD-01387,2023-04-18,Clothing,Clothing_Product_22,1,193.96,193.96,North Carolina,4,5
ORD-01388,2023-06-21,Electronics,Electronics_Product_11,2,972.42,1944.84,Pennsylvania,4,6
ORD-01389,2024-03-10,Beauty,Beauty_Product_43,1,146.22,146.22,Illinois,4,4
ORD-01390,2024-04-22,Home & Kitchen,Home & Kitchen_Product_10,4,239.8,959.2,Texas,3,6
ORD-01391,2023-04-12,Electronics,Electronics_Product_9,3,1679.7,5039.1,Illinois,4,7
ORD-01392,2024-06-07,Home & Kitchen,Home & Kitchen_Product_5,4,340.04,1360.16,North Carolina,4,2
ORD-01393,2023-10-02,Electronics,Electronics_Product_40,1,1568.54,1568.54,Illinois,5,7
ORD-01394,2024-09-04,Toys,Toys_Product_15,3,70.61,211.83,Texas,3,6
ORD-01395,2023-02-13,Electronics,Electronics_Product_7,2,1685.14,3370.28,New York,2,8
ORD-01396,2023-01-17,Electronics,Electronics_Product_5,2,720.45,1440.9,Florida,5,5
ORD-01397,2023-11-26,Home & Kitchen,Home & Kitchen_Product_48,2,65.61,131.22,North Carolina,4,3
ORD-01398,2024-07-22,Books,Books_Product_1,1,24.11,24.11,Georgia,4,1
ORD-01399,2024-05-11,Home & Kitchen,Home & Kitchen_Product_49,1,446.8,446.8,New York,2,7
ORD-01400,2023-01-12,Books,Books_Product_43,1,33.76,33.76,Georgia,4,4
ORD-01401,2023-11-14,Home & Kitchen,Home & Kitchen_Product_49,1,78.27,78.27,Massachusetts,2,7
ORD-01402,2024-08-14,Clothing,Clothing_Product_47,2,198.4,396.8,Michigan,3,1
ORD-01403,2023-08-04,Electronics,Electronics_Product_1,1,695.38,695.38,Arizona,4,2
ORD-01404,2023-12-05,Clothing,Clothing_Product_17,1,102.24,102.24,North Carolina,3,4
ORD-01405,2024-10-22,Clothing,Clothing_Product_25,4,53.62,214.48,Washington,3,3
ORD-01406,2023-03-22,Electronics,Electronics_Product_8,4,1555.03,6220.12,Florida,4,6
ORD-01407,2024-12-27,Electronics,Electronics_Product_29,4,235.38,941.52,Massachusetts,3,5
ORD-01408,2024-04-29,Home & Kitchen,Home & Kitchen_Product_39,1,65.69,65.69,Illinois,5,6
ORD-01409,2024-01-09,Home & Kitchen,Home & Kitchen_Product_4,4,351.44,1405.76,Ohio,4,1
ORD-01410,2024-12-10,Clothing,Clothing_Product_29,1,196.53,196.53,Virginia,5,4
ORD-01411,2023-07-19,Electronics,Electronics_Product_22,2,758.33,1516.66,Michigan,3,5
ORD-01412,2024-06-20,Electronics,Electronics_Product_9,1,1923.44,1923.44,New Jersey,4,5
ORD-01413,2024-04-10,Toys,Toys_Product_4,4,53.9,215.6,Michigan,2,3
ORD-01414,2023-03-30,Sports,Sports_Product_32,2,42.79,85.58,Michigan,4,4
ORD-01415,2023-09-25,Electronics,Electronics_Product_19,4,1787.9,7151.6,Virginia,5,4
ORD-01416,2024-10-16,Clothing,Clothing_Product_38,4,69.22,276.88,Massachusetts,3,2
ORD-01417,2024-07-24,Toys,Toys_Product_42,3,55.46,166.38,Ohio,4,7
ORD-01418,2024-05-03,Clothing,Clothing_Product_23,2,81.26,162.52,Washington,4,4
ORD-01419,2024-06-21,Home & Kitchen,Home & Kitchen_Product_2,3,485.48,1456.44,Pennsylvania,4,4
ORD-01420,2023-02-16,Home & Kitchen,Home & Kitchen_Product_23,4,48.1,192.4,Texas,4,1
ORD-01421,2023-10-15,Books,Books_Product_28,1,32.58,32.58,California,4,5
ORD-01422,2023-01-16,Electronics,Electronics_Product_1,3,1400.92,4202.76,California,5,4
ORD-01423,2024-12-11,Beauty,Beauty_Product_41,2,122.74,245.48,Virginia,4,4
ORD-01424,2024-02-05,Electronics,Electronics_Product_34,3,1821.5,5464.5,Ohio,4,1
ORD-01425,2023-03-27,Home & Kitchen,Home & Kitchen_Product_8,2,408.41,816.82,Michigan,3,5
ORD-01426,2023-09-07,Sports,Sports_Product_15,1,90.56,90.56,Texas,3,4
ORD-01427,2024-01-26,Beauty,Beauty_Product_31,1,65.99,65.99,Michigan,3,5
ORD-01428,2023-12-01,Electronics,Electronics_Product_15,3,1401.89,4205.67,Pennsylvania,4,5
ORD-01429,2024-09-20,Home & Kitchen,Home & Kitchen_Product_20,4,114.73,458.92,Georgia,4,8
ORD-01430,2024-06-02,Home & Kitchen,Home & Kitchen_Product_7,3,471.25,1413.75,Washington,4,5
ORD-01431,2023-05-17,Home & Kitchen,Home & Kitchen_Product_17,4,90.79,363.16,New York,3,5
ORD-01432,2024-11-18,Books,Books_Product_36,3,17.1,51.3,Arizona,4,5
ORD-01433,2024-05-12,Toys,Toys_Product_29,2,26.07,52.14,Washington,5,7
ORD-01434,2024-12-27,Toys,Toys_Product_37,4,51.94,207.76,Virginia,5,6
ORD-01435,2024-04-21,Home & Kitchen,Home & Kitchen_Product_21,2,431.51,863.02,Florida,3,6
ORD-01436,2024-08-16,Clothing,Clothing_Product_40,1,57.9,57.9,Georgia,4,6
ORD-01437,2023-08-11,Electronics,Electronics_Product_13,2,567.19,1134.38,California,4,2
ORD-01438,2024-01-07,Books,Books_Product_20,1,5.27,5.27,Texas,4,5
ORD-01439,2024-02-06,Sports,Sports_Product_20,2,24.32,48.64,Florida,3,6
ORD-01440,2024-03-18,Electronics,Electronics_Product_7,3,1473.34,4420.02,Pennsylvania,5,6
ORD-01441,2024-05-04,Home & Kitchen,Home & Kitchen_Product_25,1,81.3,81.3,Arizona,5,7
ORD-01442,2024-09-06,Books,Books_Product_1,1,43.66,43.66,North Carolina,4,8
ORD-01443,2023-09-30,Clothing,Clothing_Product_36,2,61.7,123.4,Florida,3,6
ORD-01444,2024-06-09,Sports,Sports_Product_5,4,179.7,718.8,Texas,5,5
ORD-01445,2023-06-08,Sports,Sports_Product_20,4,215.92,863.68,Texas,4,3
ORD-01446,2023-06-01,Clothing,Clothing_Product_43,1,113.0,113.0,Arizona,4,5
ORD-01447,2024-09-11,Electronics,Electronics_Product_30,4,1351.79,5407.16,Massachusetts,4,5
ORD-01448,2023-07-07,Home & Kitchen,Home & Kitchen_Product_30,2,112.7,225.4,Illinois,3,6
ORD-01449,2023-04-08,Electronics,Electronics_Product_47,1,752.8,752.8,Arizona,4,5
ORD-01450,2023-05-11,Books,Books_Product_5,1,17.27,17.27,North Carolina,3,2
ORD-01451,2023-06-20,Clothing,Clothing_Product_40,3,69.55,208.65,Massachusetts,4,2
ORD-01452,2023-07-02,Beauty,Beauty_Product_32,4,17.94,71.76,Pennsylvania,4,3
ORD-01453,2023-12-30,Clothing,Clothing_Product_31,1,161.87,161.87,Florida,4,1
ORD-01454,2023-02-08,Sports,Sports_Product_15,4,57.65,230.6,Michigan,5,2
ORD-01455,2024-06-10,Home & Kitchen,Home & Kitchen_Product_19,3,296.9,890.7,Texas,3,6
ORD-01456,2024-05-11,Clothing,Clothing_Product_30,3,138.85,416.55,Michigan,4,6
ORD-01457,2024-05-30,Clothing,Clothing_Product_19,1,120.49,120.49,Massachusetts,4,5
ORD-01458,2023-12-15,Electronics,Electronics_Product_37,3,118.07,354.21,North Carolina,2,6
ORD-01459,2024-02-01,Clothing,Clothing_Product_8,4,166.26,665.04,Arizona,3,3
ORD-01460,2024-12-22,Sports,Sports_Product_31,4,206.76,827.04,Washington,4,1
ORD-01461,2023-06-10,Electronics,Electronics_Product_33,2,196.88,393.76,Georgia,5,1
ORD-01462,2023-01-16,Home & Kitchen,Home & Kitchen_Product_40,3,243.32,729.96,New York,5,4
ORD-01463,2024-05-07,Books,Books_Product_3,1,47.11,47.11,Georgia,3,5
ORD-01464,2024-03-01,Electronics,Electronics_Product_1,2,593.48,1186.96,Florida,4,6
ORD-01465,2023-04-18,Home & Kitchen,Home & Kitchen_Product_20,4,320.75,1283.0,Georgia,4,5
ORD-01466,2024-03-25,Electronics,Electronics_Product_5,2,238.32,476.64,North Carolina,4,3
ORD-01467,2023-11-07,Electronics,Electronics_Product_30,3,1005.73,3017.19,Michigan,5,5
ORD-01468,2023-06-19,Sports,Sports_Product_42,1,99.61,99.61,Texas,4,8
ORD-01469,2024-06-29,Clothing,Clothing_Product_24,4,198.47,793.88,Texas,3,1
ORD-01470,2024-02-18,Electronics,Electronics_Product_33,4,1717.85,6871.4,Florida,3,5
ORD-01471,2023-09-08,Clothing,Clothing_Product_47,3,170.54,511.62,Florida,4,6
ORD-01472,2023-05-21,Clothing,Clothing_Product_29,3,124.63,373.89,Pennsylvania,5,7
ORD-01473,2023-10-01,Clothing,Clothing_Product_31,1,173.84,173.84,Illinois,4,2
ORD-01474,2024-02-20,Books,Books_Product_12,3,31.23,93.69,New York,4,4
ORD-01475,2024-08-30,Clothing,Clothing_Product_35,2,177.8,355.6,Massachusetts,3,3
ORD-01476,2023-02-08,Clothing,Clothing_Product_22,1,57.97,57.97,New Jersey,5,4
ORD-01477,2023-01-29,Books,Books_Product_36,4,37.24,148.96,North Carolina,5,6
ORD-01478,2024-04-21,Clothing,Clothing_Product_8,1,168.83,168.83,California,2,4
ORD-01479,2023-11-14,Sports,Sports_Product_27,2,241.75,483.5,New Jersey,4,8
ORD-01480,2023-09-02,Books,Books_Product_31,4,12.12,48.48,Washington,4,3
ORD-01481,2024-11-27,Electronics,Electronics_Product_26,1,1568.06,1568.06,Virginia,4,3
ORD-01482,2023-09-29,Home & Kitchen,Home & Kitchen_Product_26,1,98.64,98.64,Texas,5,5
ORD-01483,2024-03-15,Electronics,Electronics_Product_32,2,646.82,1293.64,Ohio,3,2
ORD-01484,2023-08-27,Electronics,Electronics_Product_21,3,1865.15,5595.45,New York,5,5
ORD-01485,2024-01-12,Electronics,Electronics_Product_49,3,1349.53,4048.59,California,3,10
ORD-01486,2023-09-23,Home & Kitchen,Home & Kitchen_Product_1,2,59.28,118.56,Massachusetts,3,6
ORD-01487,2023-12-25,Electronics,Electronics_Product_36,3,1667.36,5002.08,California,4,6
ORD-01488,2023-12-06,Books,Books_Product_29,2,44.36,88.72,Florida,3,2
ORD-01489,2024-01-24,Books,Books_Product_19,1,29.43,29.43,Virginia,2,4
ORD-01490,2024-07-30,Clothing,Clothing_Product_3,3,66.82,200.46,Washington,5,3
ORD-01491,2024-11-19,Beauty,Beauty_Product_5,2,72.84,145.68,Arizona,3,4
ORD-01492,2023-01-03,Sports,Sports_Product_23,1,60.62,60.62,Florida,4,3
ORD-01493,2024-03-04,Electronics,Electronics_Product_6,1,1608.07,1608.07,Washington,2,3
ORD-01494,2023-05-22,Electronics,Electronics_Product_1,1,1221.3,1221.3,Washington,3,4
ORD-01495,2024-01-11,Home & Kitchen,Home & Kitchen_Product_17,3,196.79,590.37,Washington,3,1
ORD-01496,2024-10-31,Sports,Sports_Product_38,2,248.78,497.56,New Jersey,3,6
ORD-01497,2023-11-20,Home & Kitchen,Home & Kitchen_Product_36,2,378.92,757.84,California,3,5
ORD-01498,2023-05-26,Home & Kitchen,Home & Kitchen_Product_32,3,64.06,192.18,Ohio,4,1
ORD-01499,2023-10-20,Electronics,Electronics_Product_23,2,1241.87,2483.74,Virginia,3,4
ORD-01500,2024-10-26,Electronics,Electronics_Product_28,2,1269.44,2538.88,New York,5,1
ORD-01501,2024-03-07,Books,Books_Product_15,3,13.66,40.98,New York,4,4
ORD-01502,2024-12-05,Home & Kitchen,Home & Kitchen_Product_7,3,396.35,1189.05,Illinois,4,5
ORD-01503,2024-08-07,Home & Kitchen,Home & Kitchen_Product_28,4,265.58,1062.32,California,3,2
ORD-01504,2024-02-03,Home & Kitchen,Home & Kitchen_Product_30,3,179.45,538.35,New Jersey,2,6
ORD-01505,2023-12-10,Books,Books_Product_27,2,20.04,40.08,Georgia,4,6
ORD-01506,2023-05-20,Beauty,Beauty_Product_27,4,54.32,217.28,Arizona,4,2
ORD-01507,2023-07-06,Electronics,Electronics_Product_12,1,773.79,773.79,California,5,2
ORD-01508,2023-03-02,Home & Kitchen,Home & Kitchen_Product_15,2,158.61,317.22,Virginia,5,5
ORD-01509,2024-01-15,Toys,Toys_Product_24,1,17.56,17.56,Arizona,3,2
ORD-01510,2024-12-10,Sports,Sports_Product_48,3,177.27,531.81,Virginia,5,3
ORD-01511,2024-03-15,Clothing,Clothing_Product_26,4,103.82,415.28,Georgia,5,8
ORD-01512,2023-11-15,Beauty,Beauty_Product_9,1,88.26,88.26,Arizona,3,1
ORD-01513,2023-10-29,Electronics,Electronics_Product_15,3,805.75,2417.25,Washington,3,5
ORD-01514,2023-12-10,Beauty,Beauty_Product_44,2,108.18,216.36,Florida,4,5
ORD-01515,2023-01-11,Clothing,Clothing_Product_25,4,108.7,434.8,Arizona,5,6
ORD-01516,2023-03-03,Sports,Sports_Product_5,3,174.93,524.79,Pennsylvania,4,4
ORD-01517,2023-08-14,Electronics,Electronics_Product_25,4,606.33,2425.32,Pennsylvania,5,2
ORD-01518,2023-06-02,Electronics,Electronics_Product_13,4,654.54,2618.16,Georgia,3,5
ORD-01519,2024-12-11,Electronics,Electronics_Product_49,4,111.08,444.32,New Jersey,4,3
ORD-01520,2024-07-17,Electronics,Electronics_Product_41,3,1947.86,5843.58,Massachusetts,4,6
ORD-01521,2024-07-24,Electronics,Electronics_Product_2,4,147.11,588.44,Ohio,4,2
ORD-01522,2024-08-06,Home & Kitchen,Home & Kitchen_Product_1,3,369.32,1107.96,North Carolina,3,6
ORD-01523,2024-10-21,Toys,Toys_Product_1,2,21.62,43.24,Illinois,5,6
ORD-01524,2024-07-28,Electronics,Electronics_Product_25,3,621.87,1865.61,Massachusetts,4,3
ORD-01525,2023-11-06,Beauty,Beauty_Product_35,4,135.47,541.88,Michigan,4,3
ORD-01526,2023-08-31,Home & Kitchen,Home & Kitchen_Product_34,2,51.35,102.7,New York,4,3
ORD-01527,2024-05-07,Books,Books_Product_16,4,49.54,198.16,Texas,5,3
ORD-01528,2024-01-01,Sports,Sports_Product_15,4,123.23,492.92,Illinois,4,4
ORD-01529,2023-11-26,Beauty,Beauty_Product_19,2,31.25,62.5,Ohio,4,5
ORD-01530,2023-04-17,Home & Kitchen,Home & Kitchen_Product_18,3,134.56,403.68,New Jersey,5,5
ORD-01531,2023-08-14,Home & Kitchen,Home & Kitchen_Product_1,4,281.24,1124.96,Ohio,3,3
ORD-01532,2023-08-06,Clothing,Clothing_Product_7,1,100.36,100.36,California,3,2
ORD-01533,2024-05-20,Sports,Sports_Product_23,1,144.36,144.36,New Jersey,5,5
ORD-01534,2023-09-16,Books,Books_Product_38,4,21.52,86.08,Michigan,4,4
ORD-01535,2024-05-31,Books,Books_Product_44,1,46.74,46.74,Virginia,3,5
ORD-01536,2023-02-23,Clothing,Clothing_Product_26,3,56.76,170.28,Massachusetts,2,8
ORD-01537,2023-02-16,Electronics,Electronics_Product_15,4,1949.17,7796.68,Pennsylvania,5,1
ORD-01538,2024-12-27,Home & Kitchen,Home & Kitchen_Product_49,4,260.74,1042.96,Georgia,4,1
ORD-01539,2024-11-19,Toys,Toys_Product_42,2,95.55,191.1,New York,5,5
ORD-01540,2024-06-04,Beauty,Beauty_Product_15,4,56.67,226.68,Arizona,4,4
ORD-01541,2023-04-09,Electronics,Electronics_Product_6,3,748.57,2245.71,California,4,4
ORD-01542,2023-01-20,Clothing,Clothing_Product_4,2,77.66,155.32,Texas,3,1
ORD-01543,2024-07-26,Clothing,Clothing_Product_1,2,155.58,311.16,Massachusetts,5,1
ORD-01544,2024-05-04,Electronics,Electronics_Product_29,3,1940.59,5821.77,Michigan,3,3
ORD-01545,2024-02-23,Electronics,Electronics_Product_14,4,984.59,3938.36,Florida,4,8
ORD-01546,2024-11-20,Books,Books_Product_2,3,14.27,42.81,Massachusetts,4,5
ORD-01547,2023-03-03,Home & Kitchen,Home & Kitchen_Product_24,1,190.47,190.47,Ohio,4,4
ORD-01548,2023-05-25,Toys,Toys_Product_2,1,70.14,70.14,Illinois,4,2
ORD-01549,2023-08-04,Books,Books_Product_43,2,35.51,71.02,Washington,5,3
ORD-01550,2023-01-03,Home & Kitchen,Home & Kitchen_Product_15,1,151.69,151.69,Florida,3,4
ORD-01551,2023-06-09,Sports,Sports_Product_24,4,64.6,258.4,Massachusetts,5,2
ORD-01552,2023-04-30,Sports,Sports_Product_27,4,20.52,82.08,Michigan,3,3
ORD-01553,2023-03-30,Home & Kitchen,Home & Kitchen_Product_40,2,458.72,917.44,Ohio,4,2
ORD-01554,2023-11-25,Electronics,Electronics_Product_31,1,671.66,671.66,Texas,4,3
ORD-01555,2024-08-02,Home & Kitchen,Home & Kitchen_Product_24,1,287.45,287.45,North Carolina,5,5
ORD-01556,2023-12-23,Electronics,Electronics_Product_5,4,805.62,3222.48,Virginia,5,9
ORD-01557,2024-09-01,Electronics,Electronics_Product_5,2,139.56,279.12,Washington,4,4
ORD-01558,2023-09-24,Electronics,Electronics_Product_47,1,1873.57,1873.57,Virginia,3,7
ORD-01559,2024-09-08,Beauty,Beauty_Product_3,1,128.25,128.25,New York,4,5
ORD-01560,2023-11-19,Electronics,Electronics_Product_7,3,1184.48,3553.44,Michigan,4,3
ORD-01561,2024-09-26,Electronics,Electronics_Product_13,3,1274.76,3824.28,Florida,4,5
ORD-01562,2024-06-24,Books,Books_Product_34,1,43.0,43.0,New Jersey,3,5
ORD-01563,2024-10-10,Clothing,Clothing_Product_21,3,188.72,566.16,Georgia,4,7
ORD-01564,2023-07-14,Electronics,Electronics_Product_4,2,1799.55,3599.1,Georgia,3,4
ORD-01565,2023-11-28,Books,Books_Product_42,4,19.0,76.0,Texas,4,7
ORD-01566,2023-06-19,Sports,Sports_Product_39,3,209.09,627.27,Pennsylvania,5,6
ORD-01567,2024-06-04,Books,Books_Product_8,4,31.13,124.52,Ohio,5,4
ORD-01568,2024-04-07,Clothing,Clothing_Product_34,3,175.26,525.78,North Carolina,3,4
ORD-01569,2023-02-09,Clothing,Clothing_Product_9,2,192.15,384.3,Massachusetts,3,3
ORD-01570,2024-06-20,Books,Books_Product_13,2,43.26,86.52,Arizona,4,6
ORD-01571,2023-09-18,Beauty,Beauty_Product_20,3,56.17,168.51,Arizona,3,1
ORD-01572,2024-01-30,Sports,Sports_Product_22,4,266.14,1064.56,Texas,3,3
ORD-01573,2023-08-14,Home & Kitchen,Home & Kitchen_Product_41,4,414.55,1658.2,Washington,3,5
ORD-01574,2023-05-04,Beauty,Beauty_Product_25,3,110.45,331.35,Georgia,3,4
ORD-01575,2023-02-07,Books,Books_Product_4,1,42.59,42.59,Arizona,5,7
ORD-01576,2023-11-24,Toys,Toys_Product_21,3,11.8,35.4,Illinois,4,3
ORD-01577,2023-09-08,Books,Books_Product_45,2,9.45,18.9,Texas,3,4
ORD-01578,2023-06-25,Home & Kitchen,Home & Kitchen_Product_36,1,151.02,151.02,Michigan,4,5
ORD-01579,2024-08-24,Electronics,Electronics_Product_8,3,528.73,1586.19,Massachusetts,5,5
ORD-01580,2024-03-29,Books,Books_Product_13,3,27.95,83.85,Georgia,4,7
ORD-01581,2023-02-06,Sports,Sports_Product_38,1,129.97,129.97,Georgia,5,4
ORD-01582,2023-11-12,Clothing,Clothing_Product_34,4,196.99,787.96,California,4,7
ORD-01583,2024-11-18,Clothing,Clothing_Product_17,2,136.72,273.44,Massachusetts,4,4
ORD-01584,2024-08-15,Electronics,Electronics_Product_37,2,119.33,238.66,Washington,3,3
ORD-01585,2023-04-24,Clothing,Clothing_Product_48,2,16.11,32.22,Pennsylvania,4,6
ORD-01586,2023-02-09,Electronics,Electronics_Product_41,4,979.14,3916.56,Texas,3,6
ORD-01587,2023-10-28,Beauty,Beauty_Product_34,2,87.24,174.48,Texas,5,6
ORD-01588,2023-08-12,Books,Books_Product_48,2,24.41,48.82,Michigan,2,3
ORD-01589,2023-11-14,Books,Books_Product_33,1,38.02,38.02,Virginia,3,1
ORD-01590,2023-12-15,Electronics,Electronics_Product_41,3,1124.43,3373.29,Michigan,3,7
ORD-01591,2023-04-25,Clothing,Clothing_Product_44,3,135.18,405.54,North Carolina,3,1
ORD-01592,2024-11-28,Books,Books_Product_21,1,44.73,44.73,Michigan,4,4
ORD-01593,2023-11-19,Electronics,Electronics_Product_5,1,1414.55,1414.55,Michigan,4,8
ORD-01594,2024-07-21,Home & Kitchen,Home & Kitchen_Product_4,1,467.73,467.73,New Jersey,4,4
ORD-01595,2023-02-09,Beauty,Beauty_Product_46,1,116.78,116.78,North Carolina,4,4
ORD-01596,2023-02-09,Home & Kitchen,Home & Kitchen_Product_22,4,468.51,1874.04,Arizona,4,1
ORD-01597,2023-10-16,Toys,Toys_Product_45,3,54.25,162.75,New York,5,3
ORD-01598,2023-09-19,Sports,Sports_Product_39,1,275.61,275.61,Illinois,3,6
ORD-01599,2023-08-04,Sports,Sports_Product_28,3,252.8,758.4,Virginia,4,3
ORD-01600,2023-05-27,Beauty,Beauty_Product_11,4,94.71,378.84,Georgia,4,4
ORD-01601,2023-12-02,Toys,Toys_Product_24,4,63.53,254.12,California,3,7
ORD-01602,2023-06-17,Electronics,Electronics_Product_46,4,1694.71,6778.84,New Jersey,4,1
ORD-01603,2023-04-02,Home & Kitchen,Home & Kitchen_Product_25,4,203.55,814.2,Virginia,4,1
ORD-01604,2023-12-19,Books,Books_Product_30,2,13.64,27.28,Massachusetts,3,5
ORD-01605,2024-07-24,Clothing,Clothing_Product_37,3,55.09,165.27,Texas,5,4
ORD-01606,2024-07-24,Clothing,Clothing_Product_6,1,175.6,175.6,Texas,4,4
ORD-01607,2024-11-11,Sports,Sports_Product_40,3,218.51,655.53,New Jersey,4,2
ORD-01608,2023-12-29,Electronics,Electronics_Product_39,2,1130.88,2261.76,Virginia,4,5
ORD-01609,2024-07-10,Electronics,Electronics_Product_30,4,1894.19,7576.76,North Carolina,4,6
ORD-01610,2023-12-11,Home & Kitchen,Home & Kitchen_Product_36,2,469.99,939.98,New York,5,7
ORD-01611,2024-11-23,Electronics,Electronics_Product_28,3,212.27,636.81,Massachusetts,4,6
ORD-01612,2023-06-19,Clothing,Clothing_Product_21,3,45.54,136.62,Pennsylvania,4,6
ORD-01613,2023-12-22,Clothing,Clothing_Product_43,2,99.11,198.22,Florida,4,5
ORD-01614,2023-07-10,Home & Kitchen,Home & Kitchen_Product_37,3,471.18,1413.54,California,4,6
ORD-01615,2024-10-28,Books,Books_Product_32,1,14.74,14.74,Virginia,3,7
ORD-01616,2024-02-26,Sports,Sports_Product_14,4,29.41,117.64,Pennsylvania,5,1
ORD-01617,2024-11-30,Clothing,Clothing_Product_20,4,86.88,347.52,Pennsylvania,3,4
ORD-01618,2023-01-07,Beauty,Beauty_Product_16,2,109.16,218.32,Ohio,3,6
ORD-01619,2023-05-13,Books,Books_Product_48,4,19.16,76.64,Florida,4,4
ORD-01620,2024-07-10,Electronics,Electronics_Product_41,3,875.41,2626.23,North Carolina,3,1
ORD-01621,2023-01-31,Electronics,Electronics_Product_30,3,512.41,1537.23,Massachusetts,3,2
ORD-01622,2024-06-18,Beauty,Beauty_Product_29,1,20.27,20.27,New Jersey,5,8
ORD-01623,2024-03-01,Electronics,Electronics_Product_17,1,414.06,414.06,New York,4,2
ORD-01624,2024-01-29,Electronics,Electronics_Product_35,3,1775.9,5327.7,North Carolina,3,5
ORD-01625,2024-11-02,Beauty,Beauty_Product_28,4,133.85,535.4,Washington,3,4
ORD-01626,2023-12-29,Sports,Sports_Product_39,4,297.27,1189.08,North Carolina,3,3
ORD-01627,2024-03-12,Electronics,Electronics_Product_8,2,1697.96,3395.92,Arizona,3,9
ORD-01628,2024-10-31,Home & Kitchen,Home & Kitchen_Product_9,4,38.44,153.76,New York,4,7
ORD-01629,2024-07-04,Electronics,Electronics_Product_16,3,1339.0,4017.0,Michigan,5,5
ORD-01630,2023-03-23,Clothing,Clothing_Product_48,1,140.77,140.77,Massachusetts,1,8
ORD-01631,2023-12-22,Home & Kitchen,Home & Kitchen_Product_19,2,104.86,209.72,Texas,3,2
ORD-01632,2023-09-15,Books,Books_Product_36,4,25.23,100.92,Georgia,5,7
ORD-01633,2024-12-18,Clothing,Clothing_Product_7,1,82.52,82.52,California,4,4
ORD-01634,2024-08-11,Electronics,Electronics_Product_34,4,1391.16,5564.64,Michigan,5,4
ORD-01635,2024-06-07,Clothing,Clothing_Product_26,1,151.48,151.48,Michigan,4,7
ORD-01636,2023-10-22,Books,Books_Product_34,2,25.39,50.78,New York,4,4
ORD-01637,2023-08-12,Home & Kitchen,Home & Kitchen_Product_29,1,397.88,397.88,Massachusetts,4,2
ORD-01638,2024-06-08,Home & Kitchen,Home & Kitchen_Product_31,3,252.88,758.64,Pennsylvania,4,2
ORD-01639,2023-02-15,Sports,Sports_Product_43,1,83.41,83.41,Pennsylvania,5,6
ORD-01640,2024-10-28,Home & Kitchen,Home & Kitchen_Product_46,3,144.04,432.12,Massachusetts,4,4
ORD-01641,2023-04-23,Sports,Sports_Product_18,1,107.22,107.22,New Jersey,3,2
ORD-01642,2023-08-21,Electronics,Electronics_Product_36,2,328.57,657.14,Florida,4,7
ORD-01643,2023-01-17,Home & Kitchen,Home & Kitchen_Product_14,4,495.38,1981.52,North Carolina,3,6
ORD-01644,2023-12-26,Clothing,Clothing_Product_42,1,116.11,116.11,Washington,3,3
ORD-01645,2023-08-11,Clothing,Clothing_Product_37,3,167.3,501.9,Washington,3,4
ORD-01646,2024-11-30,Books,Books_Product_13,4,33.73,134.92,Georgia,3,1
ORD-01647,2024-03-23,Electronics,Electronics_Product_1,3,203.63,610.89,New Jersey,3,3
ORD-01648,2023-12-31,Electronics,Electronics_Product_33,3,1911.94,5735.82,Ohio,5,4
ORD-01649,2024-11-05,Toys,Toys_Product_5,2,98.0,196.0,Georgia,4,7
ORD-01650,2023-11-22,Home & Kitchen,Home & Kitchen_Product_42,1,358.36,358.36,New York,4,1
ORD-01651,2024-04-11,Sports,Sports_Product_20,3,93.69,281.07,New York,3,4
ORD-01652,2024-02-18,Electronics,Electronics_Product_33,3,1991.26,5973.78,California,3,3
ORD-01653,2024-03-30,Books,Books_Product_14,1,46.83,46.83,Texas,3,5
ORD-01654,2024-08-08,Sports,Sports_Product_31,3,258.16,774.48,Arizona,2,7
ORD-01655,2023-08-21,Clothing,Clothing_Product_3,4,65.42,261.68,Texas,4,4
ORD-01656,2023-08-12,Clothing,Clothing_Product_4,2,171.45,342.9,Michigan,5,3
ORD-01657,2024-02-16,Electronics,Electronics_Product_29,2,286.54,573.08,Virginia,3,3
ORD-01658,2024-07-25,Electronics,Electronics_Product_28,3,521.01,1563.03,Ohio,3,4
ORD-01659,2023-12-01,Electronics,Electronics_Product_48,3,316.92,950.76,New Jersey,5,2
